EbNoDB (dB),BER_ESN,BER_LS,BER_MMSE,BER_Perfect
25,0.49857954545454547,0.49861900252525254,0.5018544823232324,0.5016966540404041
30,0.5008680555555556,0.5005918560606061,0.50228851010101,0.4978298611111111
