EbNoDB (dB),BER_ESN,BER_LS,BER_MMSE,BER_Perfect
25,0.5014018397177419,0.4954322076612903,0.5003150201612904,0.8325982862903226
30,0.4994959677419355,0.49538495463709675,0.49924395161290325,0.8480027721774194
